customer_id,signup_month,tenure_months,plan_type,monthly_fee,num_profiles,watch_hours_last_month,binge_days_last_month,last_login_days_ago,auto_renew,genre_pref,has_kids_profile,device_type,num_devices_used,support_tickets_last_3mo,avg_watch_session_min,ads_watched_last_month,payment_method,is_churned
OTT5762,Jan,17,Basic,199,5,28.4,2,6,Yes,Comedy,No,Mobile,4,0,76.2,50,Net Banking,0
OTT5763,May,6,Basic,199,2,44.9,7,5,,Drama,Yes,,1,0,82.5,31,Credit Card,0
OTT5764,Apr,3,Premium,399,5,44.9,5,15,Yes,Drama,Yes,Smart TV,5,0,43.2,,Net Banking,0
OTT5765,Feb,12,Standard,599,5,4.2,0,25,No,Comedy,Yes,Laptop,2,1,64.5,30,Net Banking,1
OTT5766,Jan,34,Standard,199,3,40.0,0,26,Yes,Documentary,No,Laptop,1,0,64.7,12,Credit Card,1
OTT5767,Apr,1,Basic,199,1,43.9,9,5,No,Action,No,Smart TV,3,0,26.5,32,UPI,1
OTT5768,Apr,5,Basic,399,1,24.4,1,21,No,Comedy,Yes,Mobile,2,1,71.9,16,UPI,1
OTT5769,Jul,6,Premium,599,4,44.0,9,8,Yes,Drama,Yes,Mobile,4,1,61.5,21,Net Banking,0
OTT5770,Apr,15,Standard,399,1,56.3,5,19,Yes,Comedy,Yes,Mobile,3,1,41.2,1,Debit Card,0
OTT5771,Apr,21,Premium,599,2,24.6,7,21,Yes,Comedy,Yes,Mobile,1,0,47.0,18,Debit Card,1
OTT5772,Jun,34,Basic,399,5,34.3,0,29,Yes,Horror,No,Smart TV,3,1,55.1,45,Net Banking,1
OTT5773,Feb,9,Standard,399,2,38.0,4,23,Yes,Action,Yes,Smart TV,1,1,,17,Net Banking,1
OTT5774,,,Premium,599,4,35.8,3,26,Yes,Drama,Yes,Smart TV,,0,52.7,26,Net Banking,1
OTT5775,Mar,5,Standard,199,1,45.1,4,1,Yes,Action,Yes,Tablet,1,0,29.7,44,,0
OTT5776,May,26,Basic,599,4,41.4,1,22,Yes,Documentary,No,Smart TV,5,1,61.7,42,UPI,0
OTT5777,Apr,9,Basic,199,3,18.8,0,0,Yes,Action,Yes,Tablet,4,1,49.7,0,Net Banking,0
OTT5778,Apr,21,Basic,599,3,19.1,2,1,Yes,Action,Yes,Mobile,3,1,56.7,4,Net Banking,0
OTT5779,Jun,23,Standard,599,4,35.5,7,27,Yes,Documentary,Yes,Smart TV,1,1,60.0,51,Net Banking,1
OTT5780,Mar,23,Basic,199,4,43.8,9,0,Yes,Horror,Yes,Laptop,3,1,85.6,8,Credit Card,0
OTT5781,Jul,28,Standard,199,1,16.4,5,29,Yes,Horror,No,Mobile,2,0,26.4,54,Debit Card,1
OTT5782,May,7,Basic,599,2,34.0,2,23,Yes,Documentary,Yes,Mobile,1,0,80.1,47,UPI,1
OTT5783,Jun,34,Basic,599,1,36.1,5,20,Yes,Documentary,Yes,Tablet,4,1,74.6,25,UPI,0
OTT5784,Jun,29,Basic,599,4,38.0,5,12,Yes,Sci-Fi,No,Laptop,1,0,38.7,39,Debit Card,0
OTT5785,Apr,24,Standard,399,5,35.2,9,11,Yes,Documentary,Yes,Tablet,3,0,78.1,1,UPI,0
OTT5786,Apr,27,Standard,199,4,17.2,0,6,Yes,Horror,No,Laptop,5,0,35.9,,Debit Card,0
OTT5787,Jul,21,Basic,199,3,32.7,6,12,Yes,Documentary,No,Laptop,4,0,64.6,18,UPI,0
OTT5788,Apr,34,Standard,199,3,33.5,7,10,No,Comedy,Yes,Laptop,5,1,39.1,1,Credit Card,0
OTT5789,Mar,12,Standard,399,5,28.7,,1,No,Drama,Yes,Tablet,,0,53.0,46,UPI,0
OTT5790,Jun,17,Premium,,1,34.5,3,30,Yes,Documentary,No,Mobile,4,0,67.4,32,UPI,1
OTT5791,May,6,Basic,199,3,43.2,6,5,Yes,Comedy,Yes,Mobile,4,1,59.3,50,UPI,0
OTT5792,Jan,1,Basic,,3,14.8,9,13,Yes,Comedy,No,Smart TV,4,0,50.9,37,Net Banking,1
OTT5793,May,9,Standard,599,,43.4,6,1,Yes,Horror,No,Mobile,2,1,,30,,0
OTT5794,Mar,22,Basic,199,5,43.6,5,11,Yes,Horror,No,Smart TV,3,1,43.9,27,Net Banking,0
OTT5795,Jul,1,Standard,599,3,61.7,3,23,Yes,Horror,No,Smart TV,5,0,54.2,11,Credit Card,0
OTT5796,May,28,Basic,399,3,63.1,2,10,No,Drama,No,,4,0,63.6,10,UPI,0
OTT5797,Jun,16,Basic,199,3,56.7,1,16,Yes,Sci-Fi,No,Smart TV,3,1,69.3,11,Net Banking,0
OTT5798,Jul,10,Standard,399,1,40.4,3,15,Yes,,,Laptop,1,0,10.1,2,Net Banking,0
OTT5799,Jul,29,Basic,199,5,51.0,7,18,No,Horror,No,Laptop,1,2,69.3,36,Credit Card,1
OTT5800,Jun,14,Premium,399,2,41.8,0,10,No,Horror,No,Laptop,3,0,25.1,30,Debit Card,0
OTT5801,Apr,13,Standard,599,3,53.9,1,27,Yes,Sci-Fi,No,Smart TV,4,0,51.9,44,UPI,1
OTT5802,Mar,2,Premium,199,2,38.9,1,8,Yes,Drama,No,Laptop,5,0,51.3,37,UPI,1
OTT5803,Mar,20,Standard,199,2,21.4,4,29,No,,No,Tablet,5,1,13.2,35,Net Banking,1
OTT5804,May,2,Standard,399,2,43.1,1,24,Yes,Action,Yes,Laptop,1,0,92.1,49,Net Banking,1
OTT5805,May,18,Basic,599,5,16.1,8,5,Yes,Action,No,Laptop,4,0,41.7,26,UPI,1
OTT5806,Feb,5,Premium,399,5,40.4,0,22,Yes,Drama,Yes,Mobile,2,0,40.6,34,Credit Card,0
OTT5807,May,26,Basic,599,5,67.3,8,11,Yes,Action,No,Laptop,4,2,105.0,1,Credit Card,0
OTT5808,Jul,4,Basic,399,4,16.9,6,5,Yes,Documentary,No,Tablet,2,1,19.8,59,Debit Card,1
OTT5809,May,31,Premium,399,2,38.2,9,11,Yes,Sci-Fi,No,Mobile,5,0,53.1,55,Net Banking,0
OTT5810,Apr,4,Standard,599,4,31.2,8,17,Yes,Sci-Fi,No,Tablet,5,0,61.5,58,UPI,1
OTT5811,Jan,11,Standard,199,1,58.1,6,2,Yes,Action,No,Tablet,2,0,53.5,43,Debit Card,0
OTT5812,Jul,2,Basic,199,2,33.2,8,14,No,Action,No,Laptop,2,0,25.2,20,UPI,1
OTT5813,Jul,9,Premium,199,3,13.0,4,16,Yes,Action,Yes,Laptop,4,1,40.8,46,Debit Card,1
OTT5814,Jul,13,Premium,199,,28.2,4,21,Yes,Comedy,No,Mobile,1,0,61.4,28,Credit Card,1
OTT5815,Jan,16,Premium,599,5,46.7,9,18,Yes,Action,Yes,Smart TV,4,0,73.6,15,UPI,1
OTT5816,Jan,18,Standard,199,2,55.7,0,17,Yes,Action,Yes,Tablet,3,0,86.0,12,UPI,0
OTT5817,May,29,Basic,199,1,22.5,4,13,Yes,Documentary,No,Laptop,2,0,53.2,18,UPI,1
OTT5818,Jun,32,Premium,399,5,32.4,6,26,Yes,Horror,No,Tablet,4,0,72.4,39,Net Banking,1
OTT5819,Jan,18,Premium,599,5,36.5,7,16,No,Horror,No,Laptop,5,1,75.6,17,UPI,0
OTT5820,Jun,27,Basic,399,5,30.2,0,,Yes,Action,Yes,Laptop,5,1,78.5,50,,1
OTT5821,Jul,14,Standard,599,3,30.9,1,5,Yes,Sci-Fi,Yes,Laptop,4,1,53.2,,Credit Card,0
OTT5822,Jul,9,Basic,199,1,42.4,7,2,No,Documentary,Yes,Mobile,4,1,61.7,53,Net Banking,0
OTT5823,Feb,34,Standard,599,4,56.1,2,27,Yes,Action,No,Mobile,1,0,63.2,2,Credit Card,1
OTT5824,Jul,11,Standard,199,3,37.6,0,25,Yes,Drama,No,Tablet,1,0,63.1,38,Debit Card,1
OTT5825,Mar,23,Basic,599,4,36.9,8,2,Yes,Action,Yes,Tablet,3,2,77.9,9,Debit Card,0
OTT5826,Feb,25,Basic,199,5,6.0,8,26,Yes,Drama,No,Laptop,5,3,53.0,32,Debit Card,1
OTT5827,Feb,18,Standard,599,5,53.3,7,11,Yes,Action,No,Mobile,5,0,63.4,1,Credit Card,0
OTT5828,Jan,7,Standard,599,4,47.8,1,4,No,Documentary,Yes,Laptop,3,0,60.9,26,Debit Card,0
OTT5829,Jan,33,Standard,199,2,11.4,3,20,Yes,Comedy,No,Smart TV,4,0,30.1,51,Credit Card,1
OTT5830,Feb,29,Basic,199,1,29.1,3,12,Yes,Action,No,Tablet,3,1,53.3,31,Credit Card,0
OTT5831,Feb,6,Basic,599,2,7.8,3,7,Yes,Sci-Fi,No,Smart TV,1,0,70.6,40,Debit Card,1
OTT5832,Feb,4,Standard,399,5,50.7,5,16,No,Sci-Fi,No,Mobile,1,1,61.6,37,UPI,1
OTT5833,Feb,17,Basic,599,4,24.7,4,17,Yes,Action,No,Mobile,2,0,26.5,31,Net Banking,1
OTT5834,Feb,26,Standard,599,3,30.1,3,4,Yes,Drama,Yes,Laptop,4,0,66.7,28,Credit Card,0
OTT5835,May,,Basic,399,5,20.2,6,3,Yes,Horror,No,Laptop,4,0,66.8,52,Debit Card,1
OTT5836,Feb,28,Standard,599,5,30.3,6,17,Yes,Action,No,Smart TV,4,1,62.1,1,Net Banking,1
OTT5837,Mar,2,Basic,399,3,1.7,7,22,No,Sci-Fi,No,Mobile,2,0,82.7,48,Net Banking,1
OTT5838,Jan,10,Premium,599,2,56.2,2,3,Yes,Horror,Yes,Tablet,3,0,75.4,40,UPI,0
OTT5839,Mar,31,Basic,399,2,57.5,2,24,Yes,Documentary,Yes,Tablet,4,2,44.0,10,Credit Card,1
OTT5840,Apr,19,Premium,599,2,28.2,4,27,No,Sci-Fi,No,Mobile,5,1,69.5,30,Debit Card,1
OTT5841,Jan,9,Basic,599,5,4.1,3,29,Yes,Drama,No,Tablet,5,0,80.4,45,UPI,1
OTT5842,Jul,26,Basic,199,1,20.8,9,22,Yes,Sci-Fi,Yes,Laptop,5,1,52.8,29,UPI,1
OTT5843,Mar,34,Basic,199,4,22.0,1,,Yes,Horror,No,Tablet,1,2,76.5,7,Credit Card,1
OTT5844,Feb,18,Premium,199,4,32.8,3,11,Yes,Action,No,Tablet,4,0,60.5,59,UPI,0
OTT5845,Feb,18,Basic,399,1,23.2,3,22,Yes,Comedy,No,Tablet,2,1,32.6,43,Net Banking,1
OTT5846,Jan,11,Standard,599,2,16.6,9,23,Yes,Documentary,Yes,Laptop,5,0,26.6,25,Credit Card,1
OTT5847,May,13,Basic,199,4,24.8,9,25,Yes,Comedy,No,Smart TV,1,1,44.8,38,UPI,1
OTT5848,Feb,,,599,2,33.1,1,28,Yes,Documentary,No,Mobile,4,0,35.4,24,UPI,1
OTT5849,Mar,17,Standard,199,5,1.3,8,13,Yes,Horror,Yes,Tablet,1,0,100.7,12,Net Banking,1
OTT5850,Jan,30,Standard,399,1,50.6,3,17,Yes,,Yes,Mobile,3,0,64.9,48,Debit Card,0
OTT5851,May,19,Basic,599,4,51.7,8,5,No,Comedy,No,Smart TV,4,0,35.5,12,Net Banking,0
OTT5852,Jun,27,Standard,599,5,46.1,,23,Yes,Action,No,Mobile,5,0,69.2,14,UPI,0
OTT5853,Feb,30,Premium,399,1,44.5,9,4,No,Documentary,No,Mobile,5,0,31.3,32,Debit Card,0
OTT5854,May,19,Standard,599,5,8.4,5,26,Yes,Horror,No,Laptop,4,0,32.5,14,Debit Card,1
OTT5855,Mar,27,Premium,199,5,26.0,3,30,Yes,Action,Yes,Smart TV,1,1,82.3,22,Debit Card,1
OTT5856,Jan,11,Standard,599,3,28.9,5,29,No,Drama,Yes,Laptop,4,1,23.6,59,Credit Card,1
OTT5857,Feb,34,Premium,399,2,27.6,8,25,No,Drama,No,Laptop,1,0,64.9,10,Net Banking,1
OTT5858,May,16,Basic,199,4,41.2,9,13,Yes,Horror,No,Smart TV,4,0,40.1,22,Credit Card,1
OTT5859,Jan,19,Premium,599,5,33.6,1,20,No,Documentary,Yes,Smart TV,3,0,53.8,26,UPI,1
OTT5860,Mar,3,Standard,599,5,42.1,6,20,Yes,Action,No,Mobile,2,0,39.1,7,Debit Card,1
OTT5861,Jan,2,Premium,199,5,73.3,9,29,Yes,Documentary,No,Laptop,2,1,28.8,37,Net Banking,1
OTT5862,Jul,12,Basic,599,1,33.2,4,1,No,Documentary,No,Smart TV,1,1,19.1,9,Debit Card,0
OTT5863,Feb,18,Premium,199,3,34.8,,16,Yes,Action,No,Mobile,,1,80.4,17,Debit Card,0
OTT5864,Apr,9,Standard,199,4,41.7,8,20,Yes,Comedy,No,Mobile,4,1,101.7,19,Net Banking,1
OTT5865,Jun,31,Standard,599,2,17.9,7,9,Yes,Sci-Fi,Yes,Smart TV,3,0,81.9,56,Credit Card,1
OTT5866,Jan,30,Standard,199,3,56.9,2,26,Yes,Drama,No,Laptop,2,0,78.2,58,UPI,1
OTT5867,Feb,,Premium,199,1,61.9,1,4,Yes,Comedy,Yes,Laptop,4,1,45.3,30,Net Banking,0
OTT5868,Jun,13,Premium,399,3,23.6,0,29,Yes,Horror,No,Mobile,5,0,64.7,10,Credit Card,1
OTT5869,May,,Basic,399,1,20.0,9,5,Yes,Sci-Fi,No,Laptop,4,0,25.1,0,Debit Card,1
OTT5870,Jan,7,Basic,399,1,16.8,6,13,Yes,Horror,Yes,Smart TV,1,1,100.2,18,Credit Card,1
OTT5871,Jan,16,Standard,599,3,38.1,1,24,No,Horror,No,Tablet,5,0,19.8,59,Debit Card,1
OTT5872,Jun,1,Premium,199,4,46.4,4,5,No,Comedy,No,Mobile,2,1,66.7,2,,0
OTT5873,Apr,16,Standard,199,1,25.7,3,21,Yes,Action,No,Mobile,3,0,71.8,35,Net Banking,1
OTT5874,Jul,1,Basic,199,2,44.8,5,27,Yes,Documentary,No,Mobile,5,1,61.6,50,UPI,1
OTT5875,Apr,1,Standard,199,4,13.9,0,5,Yes,Horror,No,Mobile,2,1,60.1,50,UPI,1
OTT5876,Apr,22,Basic,199,5,43.0,3,28,No,Sci-Fi,Yes,Mobile,1,0,36.3,20,UPI,1
OTT5877,Apr,28,Premium,199,4,36.8,9,29,Yes,Drama,Yes,Smart TV,3,1,18.7,18,Net Banking,1
OTT5878,Feb,35,Premium,599,5,5.4,4,17,Yes,Documentary,No,Mobile,4,6,69.7,29,Net Banking,1
OTT5879,Jun,18,Basic,599,4,68.4,7,17,No,Documentary,No,Laptop,4,1,74.8,51,Debit Card,0
OTT5880,Apr,11,Basic,199,4,18.6,4,4,Yes,Drama,No,Laptop,4,1,63.9,58,Credit Card,1
OTT5881,Apr,17,Standard,199,3,25.9,4,8,No,Documentary,Yes,Laptop,1,1,,39,Credit Card,0
OTT5882,Mar,31,Standard,399,4,32.7,5,19,,Horror,Yes,Smart TV,5,1,48.8,48,Credit Card,0
OTT5883,Apr,32,Basic,199,4,30.0,2,,No,Action,No,Laptop,4,0,45.9,22,Net Banking,0
OTT5884,Jul,33,Standard,599,3,26.2,9,17,No,Drama,No,Laptop,1,3,5.0,16,UPI,1
OTT5885,Jul,16,Basic,399,5,55.2,8,6,Yes,Drama,No,,4,0,51.2,3,Net Banking,0
OTT5886,Jul,34,Standard,199,2,21.1,3,17,No,Action,No,Laptop,4,0,53.1,55,Debit Card,0
OTT5887,Feb,14,Standard,599,4,13.2,7,10,No,Documentary,No,Tablet,4,1,92.8,17,Debit Card,1
OTT5888,Jul,15,Premium,399,5,43.5,3,17,Yes,Action,No,Smart TV,3,2,64.0,7,Credit Card,0
OTT5889,Feb,17,Basic,399,5,16.2,0,15,Yes,Comedy,No,Mobile,3,0,24.5,57,Net Banking,1
OTT5890,Feb,9,Premium,399,5,8.0,1,4,Yes,Drama,No,Tablet,3,0,46.0,16,Credit Card,1
OTT5891,May,14,Basic,399,3,50.5,7,1,Yes,Comedy,No,Tablet,3,,62.7,7,UPI,0
OTT5892,May,24,Basic,199,2,32.6,1,10,Yes,Drama,No,Tablet,3,0,64.5,30,Credit Card,0
OTT5893,Mar,11,Basic,399,2,34.9,5,14,Yes,Action,No,Mobile,2,1,88.5,53,Credit Card,0
OTT5894,Jun,29,Standard,199,5,53.8,0,30,No,Comedy,Yes,Laptop,4,2,37.5,6,Credit Card,1
OTT5895,May,25,Standard,399,2,36.6,9,13,Yes,Comedy,No,Smart TV,2,0,79.7,41,Debit Card,0
OTT5896,Jul,4,Standard,399,2,53.3,7,12,No,Drama,Yes,Smart TV,1,0,43.7,21,UPI,0
OTT5897,Mar,32,Standard,599,4,36.2,9,5,Yes,Sci-Fi,No,Laptop,3,0,23.9,53,Net Banking,0
OTT5898,May,32,Premium,399,3,48.4,2,20,Yes,Documentary,No,Tablet,1,1,34.8,2,Credit Card,0
OTT5899,Jun,3,Premium,399,4,13.6,2,14,Yes,Drama,No,Laptop,3,1,57.2,39,Net Banking,1
OTT5900,Jan,6,Premium,199,3,47.6,3,23,Yes,Sci-Fi,No,Tablet,5,2,41.1,15,,1
OTT5901,Mar,19,Basic,599,5,26.2,0,15,Yes,Documentary,Yes,Tablet,4,2,83.5,6,UPI,0
OTT5902,Jul,17,Standard,599,1,37.2,3,25,Yes,Comedy,Yes,Smart TV,2,0,84.1,46,UPI,1
OTT5903,May,5,Standard,599,4,36.7,5,27,No,Horror,Yes,Tablet,4,1,74.5,58,Debit Card,1
OTT5904,Jan,10,Standard,599,2,52.3,7,16,Yes,Action,No,Tablet,2,1,23.3,54,UPI,0
OTT5905,Mar,27,Premium,599,4,15.3,6,5,Yes,Drama,No,Smart TV,2,0,57.9,45,Credit Card,1
OTT5906,Mar,32,Standard,599,1,26.1,8,29,,Comedy,Yes,Laptop,3,0,50.1,10,,1
OTT5907,Jan,21,Standard,399,1,20.2,5,26,No,Documentary,Yes,Laptop,1,0,52.0,42,Debit Card,1
OTT5908,Mar,32,Standard,599,3,13.6,6,2,Yes,Horror,No,Laptop,2,1,55.0,47,Credit Card,1
OTT5909,Jul,34,Basic,199,2,69.3,7,30,Yes,Sci-Fi,No,Mobile,3,1,59.4,56,Net Banking,1
OTT5910,Jan,15,Standard,399,2,33.5,6,22,No,Horror,No,Smart TV,3,0,,2,Net Banking,1
OTT5911,,9,Standard,,2,36.9,4,8,Yes,Sci-Fi,No,Smart TV,2,0,67.3,25,Credit Card,0
OTT5912,Mar,2,Basic,599,1,16.0,3,10,Yes,Sci-Fi,No,Smart TV,5,0,60.1,7,Credit Card,1
OTT5913,Mar,6,Basic,599,3,58.4,0,12,No,Action,Yes,Smart TV,2,1,54.4,6,Debit Card,0
OTT5914,Apr,27,Basic,599,5,25.6,4,6,Yes,,No,Laptop,5,1,9.1,24,UPI,0
OTT5915,Apr,21,Standard,599,3,30.3,1,14,Yes,Documentary,No,Tablet,1,0,69.8,19,Net Banking,0
OTT5916,Jun,34,Basic,199,5,25.8,6,27,Yes,Comedy,Yes,Smart TV,3,0,47.2,54,Credit Card,1
OTT5917,Feb,22,Standard,599,1,60.4,9,22,Yes,Horror,No,Laptop,3,0,34.1,45,Debit Card,1
OTT5918,Feb,8,Basic,199,4,42.1,1,2,,Comedy,No,Smart TV,4,0,80.1,59,UPI,0
OTT5919,Jan,20,Standard,399,5,43.7,5,1,No,Horror,Yes,Laptop,1,0,49.5,13,Credit Card,0
OTT5920,Mar,9,Basic,,4,11.0,6,9,No,Action,No,Laptop,1,0,77.6,23,Debit Card,1
OTT5921,Jan,19,Standard,399,4,28.7,6,17,Yes,Comedy,No,Laptop,4,1,67.4,55,Net Banking,1
OTT5922,Apr,32,Premium,599,3,56.0,6,16,No,Drama,No,Smart TV,2,1,26.6,36,Net Banking,0
OTT5923,Feb,11,Basic,599,3,28.8,7,24,Yes,Drama,No,Smart TV,2,1,45.7,36,,1
OTT5924,Jun,28,Standard,,5,35.8,5,4,No,Documentary,Yes,Tablet,5,0,24.0,3,UPI,0
OTT5925,,21,Premium,599,4,16.0,1,30,Yes,Sci-Fi,No,Tablet,4,1,41.4,32,Debit Card,1
OTT5926,Mar,2,Standard,199,1,22.0,3,30,No,Documentary,Yes,Mobile,4,0,101.5,46,Debit Card,1
OTT5927,Feb,7,Premium,399,3,48.4,9,7,Yes,Horror,No,Laptop,5,0,,19,UPI,0
OTT5928,Jan,25,Standard,399,2,28.0,5,29,No,Documentary,No,Laptop,1,2,28.0,55,Net Banking,1
OTT5929,Jul,21,Basic,399,1,57.3,,25,Yes,Action,No,Tablet,2,1,51.6,35,Debit Card,0
OTT5930,Jul,13,Basic,199,1,35.8,9,13,Yes,Action,No,Laptop,5,1,56.3,3,Net Banking,1
OTT5931,Feb,26,Basic,199,5,29.2,7,15,No,Horror,No,Smart TV,4,3,19.3,16,Debit Card,1
OTT5932,Mar,23,Standard,199,2,18.9,0,3,Yes,Drama,No,Mobile,5,0,50.7,41,Debit Card,0
OTT5933,Jul,13,Standard,199,2,41.8,,6,No,Horror,Yes,Tablet,3,1,42.0,0,Net Banking,1
OTT5934,Feb,29,Basic,599,2,58.8,0,1,Yes,Drama,No,Smart TV,4,1,45.9,53,Credit Card,0
OTT5935,Jan,9,Standard,199,3,35.8,3,11,Yes,Drama,No,Mobile,5,0,63.9,45,Debit Card,1
OTT5936,Jan,20,Basic,599,2,39.0,0,30,No,Drama,No,Mobile,2,0,47.5,7,UPI,1
OTT5937,Feb,21,Basic,199,1,33.7,7,18,Yes,Drama,No,Tablet,2,0,69.4,49,Credit Card,1
OTT5938,Jul,8,Standard,199,5,43.2,2,11,No,Sci-Fi,No,Laptop,3,1,57.6,,Net Banking,0
OTT5939,Jun,26,Standard,399,3,45.2,9,28,Yes,Horror,No,Smart TV,3,1,96.8,27,Debit Card,1
OTT5940,Mar,27,Standard,399,4,35.1,1,18,Yes,Sci-Fi,,Laptop,3,2,53.4,32,Net Banking,0
OTT5941,Jun,23,Standard,599,2,16.5,9,9,Yes,Comedy,Yes,Laptop,2,1,63.5,22,Net Banking,1
OTT5942,Jun,31,Standard,599,,51.7,0,14,Yes,Documentary,No,Laptop,1,1,40.6,2,,0
OTT5943,Jan,14,Standard,399,5,26.1,9,23,Yes,Documentary,No,Smart TV,1,0,34.1,5,Net Banking,1
OTT5944,Jun,17,Premium,399,4,53.4,0,6,Yes,Drama,Yes,Smart TV,2,0,69.8,22,Credit Card,0
OTT5945,May,8,Standard,199,1,17.9,9,24,Yes,Action,No,Smart TV,4,0,74.8,6,UPI,1
OTT5946,Feb,10,Premium,199,2,58.0,6,19,No,Sci-Fi,Yes,Smart TV,5,1,77.6,36,Credit Card,1
OTT5947,Apr,15,Standard,599,2,30.6,3,18,Yes,Horror,Yes,Laptop,1,3,62.6,52,Credit Card,1
OTT5948,Jan,31,Standard,399,5,27.5,7,0,No,Sci-Fi,Yes,Tablet,4,1,50.7,16,Debit Card,0
OTT5949,Apr,23,Basic,599,3,21.9,7,13,Yes,Sci-Fi,No,Mobile,1,1,57.2,14,Net Banking,1
OTT5950,Apr,34,Premium,199,3,38.3,3,9,Yes,Horror,Yes,Smart TV,2,0,57.4,13,UPI,0
OTT5951,Mar,23,Premium,199,4,18.7,8,6,Yes,Horror,No,Laptop,3,1,26.2,38,UPI,1
OTT5952,Mar,21,Premium,599,2,53.3,1,7,No,Documentary,No,,4,0,72.9,43,Net Banking,0
OTT5953,Mar,10,Basic,399,5,26.2,9,9,Yes,Comedy,No,Laptop,1,1,33.0,55,Debit Card,1
OTT5954,Feb,22,Premium,599,3,45.9,0,28,Yes,Sci-Fi,No,Tablet,4,0,68.0,30,Credit Card,1
OTT5955,Apr,29,Standard,199,2,12.1,7,23,Yes,Sci-Fi,No,Mobile,4,0,13.8,41,UPI,1
OTT5956,Jan,17,Premium,199,3,61.9,1,6,Yes,Horror,Yes,Tablet,5,2,78.1,9,Debit Card,1
OTT5957,Apr,28,Standard,199,1,40.1,1,23,Yes,Documentary,No,Tablet,4,1,40.3,53,Net Banking,1
OTT5958,May,23,Premium,199,1,41.3,1,9,Yes,Action,No,Mobile,5,1,53.9,58,Net Banking,0
OTT5959,Apr,1,Standard,199,,38.5,4,0,Yes,Drama,No,Laptop,2,1,41.4,34,Net Banking,0
OTT5960,Apr,2,Basic,599,2,59.5,4,11,Yes,,No,Smart TV,5,0,79.4,42,Net Banking,0
OTT5961,Feb,17,Standard,599,2,45.7,3,25,Yes,Action,Yes,Smart TV,1,3,46.4,18,Net Banking,1
OTT5962,Jan,34,Basic,599,4,35.5,,7,No,Action,No,Mobile,5,3,49.5,23,,0
OTT5963,Jun,13,Basic,399,5,37.9,8,17,Yes,Documentary,No,Smart TV,4,1,68.2,50,UPI,0
OTT5964,May,7,Basic,199,4,12.2,4,20,Yes,Action,No,Mobile,5,0,31.9,,Net Banking,1
OTT5965,Feb,26,Basic,399,1,54.0,5,18,Yes,Documentary,No,Mobile,5,0,46.9,1,UPI,0
OTT5966,May,28,Premium,399,1,26.3,0,21,Yes,Action,Yes,Laptop,5,0,78.6,39,UPI,1
OTT5967,Jul,7,Basic,399,1,37.0,4,4,Yes,Drama,Yes,Mobile,2,0,81.4,7,Debit Card,0
OTT5968,Apr,9,Basic,199,3,77.1,5,5,Yes,Horror,No,Laptop,5,1,62.8,47,UPI,0
OTT5969,Jan,25,Standard,599,1,1.8,0,11,Yes,Sci-Fi,No,Mobile,5,0,52.4,43,Credit Card,1
OTT5970,,8,Basic,599,1,48.2,6,,No,Sci-Fi,Yes,Tablet,5,0,66.0,36,Net Banking,1
OTT5971,Feb,7,Basic,599,3,34.8,3,23,Yes,Comedy,No,Smart TV,4,0,62.9,49,Net Banking,1
OTT5972,Jan,6,Premium,599,2,14.0,5,15,Yes,Documentary,Yes,Tablet,5,1,44.1,46,Credit Card,1
OTT5973,May,10,Basic,599,5,,4,24,Yes,Action,Yes,Tablet,4,0,50.2,14,UPI,0
OTT5974,Jan,27,Basic,599,3,25.2,3,13,Yes,Drama,Yes,Smart TV,5,0,27.8,23,Credit Card,1
OTT5975,Jun,20,Premium,599,4,24.3,4,18,Yes,Comedy,No,Laptop,4,0,70.7,42,Debit Card,0
OTT5976,Jun,3,Standard,399,1,40.9,2,0,Yes,Horror,No,Mobile,1,0,80.2,28,Net Banking,0
OTT5977,Jan,30,Premium,599,5,27.3,8,2,No,Horror,Yes,Laptop,4,1,52.4,7,Credit Card,1
OTT5978,Feb,30,Basic,199,3,36.2,0,4,Yes,Comedy,No,Tablet,4,0,63.2,19,Net Banking,0
OTT5979,Feb,32,Basic,399,3,36.5,8,28,No,Sci-Fi,Yes,Tablet,1,0,87.7,40,Credit Card,1
OTT5980,Apr,31,Standard,399,5,17.7,4,22,Yes,Drama,,Laptop,1,0,48.6,30,Debit Card,1
OTT5981,Jul,21,Standard,199,5,29.6,6,29,Yes,Drama,No,,5,2,69.6,41,Debit Card,1
OTT5982,Jan,20,Basic,599,5,33.7,9,17,Yes,Sci-Fi,Yes,Tablet,5,1,62.6,2,Net Banking,1
OTT5983,Jul,12,Basic,399,4,38.0,6,9,Yes,Comedy,Yes,Tablet,1,0,28.8,45,Debit Card,0
OTT5984,Jun,,Premium,199,1,38.5,3,2,Yes,Drama,No,Smart TV,3,1,85.7,49,Debit Card,0
OTT5985,Jan,18,Basic,599,3,41.7,9,28,Yes,Action,Yes,Tablet,2,0,49.0,30,Net Banking,1
OTT5986,Jun,23,Standard,599,3,38.6,1,28,Yes,Horror,No,Laptop,3,3,24.6,39,Credit Card,1
OTT5987,Mar,28,Standard,599,5,43.5,0,27,Yes,Comedy,Yes,Tablet,4,1,62.3,0,Debit Card,1
OTT5988,Jul,14,Basic,399,5,32.5,9,11,Yes,Drama,No,Smart TV,4,1,5.0,8,Credit Card,1
OTT5989,Apr,8,Premium,399,5,15.7,6,11,Yes,Drama,No,Mobile,5,0,14.2,20,Debit Card,1
